source_file,source_branch,link_text,link_path,target_path,target_branch,exists
docs\00-全局文档索引-2025年12月.md,docs,域论应用：密码学 / Field Theory Applications: Cryptography,./02-代数结构/03-应用分析/域论应用/05-域论应用-密码学版.md,docs\02-代数结构\03-应用分析\域论应用\05-域论应用-密码学版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,2. 复分析 / Complex Analysis,./03-分析学/02-复分析/02-复分析.md,docs\03-分析学\02-复分析\02-复分析.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,3. 泛函分析 / Functional Analysis,./03-分析学/03-泛函分析/03-泛函分析.md,docs\03-分析学\03-泛函分析\03-泛函分析.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,3. 现代位势理论 / Modern Potential Theory,./03-分析学/04-调和分析/调和分析-深度扩展版.md,docs\03-分析学\04-调和分析\调和分析-深度扩展版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,3.1 实分析 / Real Analysis,./03-分析学/01-实分析/01-实分析.md,docs\03-分析学\01-实分析\01-实分析.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,4. 调和分析 / Harmonic Analysis,./03-分析学/04-调和分析/04-调和分析.md,docs\03-分析学\04-调和分析\04-调和分析.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,5. 微分方程 / Differential Equations,./03-分析学/05-微分方程/05-微分方程.md,docs\03-分析学\05-微分方程\05-微分方程.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Lebesgue积分 - 深度扩展版,./03-分析学/01-实分析/02-Lebesgue积分-深度扩展版.md,docs\03-分析学\01-实分析\02-Lebesgue积分-深度扩展版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,调和分析 - Lean4形式化实现 / Harmonic Analysis - Lean4 Formalization,./03-分析学/04-调和分析/Lean4形式化实现-调和分析.md,docs\03-分析学\04-调和分析\Lean4形式化实现-调和分析.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,调和分析 - 增强版,./03-分析学/04-调和分析/04-调和分析-增强版.md,docs\03-分析学\04-调和分析\04-调和分析-增强版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,调和分析深度扩展版,./03-分析学/04-调和分析/04-调和分析-深度扩展版.md,docs\03-分析学\04-调和分析\04-调和分析-深度扩展版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,调和分析应用案例 - 深度扩展版 / Harmonic Analysis Applications - Deep Extension,./03-分析学/04-调和分析/调和分析应用案例-深度扩展版.md,docs\03-分析学\04-调和分析\调和分析应用案例-深度扩展版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,泛函分析 - 增强版,./03-分析学/03-泛函分析/03-泛函分析-增强版.md,docs\03-分析学\03-泛函分析\03-泛函分析-增强版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,泛函分析三大定理 - 深度扩展版,./03-分析学/03-泛函分析/04-泛函分析三大定理-深度扩展版.md,docs\03-分析学\03-泛函分析\04-泛函分析三大定理-深度扩展版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,泛函分析深度扩展版,./03-分析学/03-泛函分析/03-泛函分析-深度扩展版.md,docs\03-分析学\03-泛函分析\03-泛函分析-深度扩展版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,非标准微积分与标准微积分等价性 - 深度扩展版,./03-分析学/微积分与非标准微积分/07-非标准微积分与标准微积分等价性-深度扩展版.md,docs\03-分析学\微积分与非标准微积分\07-非标准微积分与标准微积分等价性-深度扩展版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,非标准微积分与标准微积分等价性 - 哲学深化版,./03-分析学/微积分与非标准微积分/07-非标准微积分与标准微积分等价性-哲学深化版.md,docs\03-分析学\微积分与非标准微积分\07-非标准微积分与标准微积分等价性-哲学深化版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,非标准微积分与标准微积分对比分析完整成果报告,./03-分析学/微积分与非标准微积分/非标准微积分与标准微积分对比分析完整成果报告.md,docs\03-分析学\微积分与非标准微积分\非标准微积分与标准微积分对比分析完整成果报告.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,非标准微积分与标准微积分完整对比与语义联系分析 - 全面深化版,./03-分析学/微积分与非标准微积分/09-非标准微积分与标准微积分完整对比与语义联系分析-全面深化版.md,docs\03-分析学\微积分与非标准微积分\09-非标准微积分与标准微积分完整对比与语义联系分析-全面深化版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,非标准微积分与标准微积分形式语言可计算性分析 - 程序编码实现性视角,./03-分析学/微积分与非标准微积分/非标准微积分与标准微积分形式语言可计算性分析-程序编码实现性视角.md,docs\03-分析学\微积分与非标准微积分\非标准微积分与标准微积分形式语言可计算性分析-程序编码实现性视角.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,非标准微积分与标准微积分形式语言可计算性分析 - 程序编码实现性视角 - 进度报告,./03-分析学/微积分与非标准微积分/非标准微积分与标准微积分形式语言可计算性分析-程序编码实现性视角-进度报告.md,docs\03-分析学\微积分与非标准微积分\非标准微积分与标准微积分形式语言可计算性分析-程序编码实现性视角-进度报告.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,非标准微积分与标准微积分语义联系与对比分析 - 深度扩展版,./03-分析学/微积分与非标准微积分/08-非标准微积分与标准微积分语义联系与对比分析-深度扩展版.md,docs\03-分析学\微积分与非标准微积分\08-非标准微积分与标准微积分语义联系与对比分析-深度扩展版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,非标准微积分与标准微积分哲学认知与语义深化分析 - 前沿扩展版,./03-分析学/微积分与非标准微积分/10-非标准微积分与标准微积分哲学认知与语义深化分析-前沿扩展版.md,docs\03-分析学\微积分与非标准微积分\10-非标准微积分与标准微积分哲学认知与语义深化分析-前沿扩展版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,分析学形式化完善报告 / Analysis Formalization Improvement Report,./03-分析学/分析学形式化完善报告.md,docs\03-分析学\分析学形式化完善报告.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,复分析 - 增强版,./03-分析学/02-复分析/02-复分析-增强版.md,docs\03-分析学\02-复分析\02-复分析-增强版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,复分析核心定理 - 深度扩展版,./03-分析学/02-复分析/03-复分析核心定理-深度扩展版.md,docs\03-分析学\02-复分析\03-复分析核心定理-深度扩展版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,复分析深度扩展版,./03-分析学/02-复分析/02-复分析-深度扩展版.md,docs\03-分析学\02-复分析\02-复分析-深度扩展版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,偏微分方程核心 - 深度扩展版,./03-分析学/06-偏微分方程/01-偏微分方程核心-深度扩展版.md,docs\03-分析学\06-偏微分方程\01-偏微分方程核心-深度扩展版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,实分析 - 深度扩展版,./03-分析学/01-实分析/01-实分析-深度扩展版.md,docs\03-分析学\01-实分析\01-实分析-深度扩展版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,实分析 - 增强版,./03-分析学/01-实分析/01-实分析-增强版.md,docs\03-分析学\01-实分析\01-实分析-增强版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,微分方程 - Lean4形式化实现 / Differential Equations - Lean4 Formalization,./03-分析学/05-微分方程/Lean4形式化实现-微分方程.md,docs\03-分析学\05-微分方程\Lean4形式化实现-微分方程.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,微分方程 - 深度扩展版 / Differential Equations - Deep Extension,./03-分析学/05-微分方程/微分方程-深度扩展版.md,docs\03-分析学\05-微分方程\微分方程-深度扩展版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,微分方程 - 增强版,./03-分析学/05-微分方程/05-微分方程-增强版.md,docs\03-分析学\05-微分方程\05-微分方程-增强版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,微分方程深度扩展版,./03-分析学/05-微分方程/05-微分方程-深度扩展版.md,docs\03-分析学\05-微分方程\05-微分方程-深度扩展版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,微分方程应用案例 - 深度扩展版 / Differential Equations Applications - Deep Extension,./03-分析学/05-微分方程/微分方程应用案例-深度扩展版.md,docs\03-分析学\05-微分方程\微分方程应用案例-深度扩展版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,微积分与非标准微积分对比分析项目完成报告,./03-分析学/微积分与非标准微积分/微积分与非标准微积分对比分析项目完成报告.md,docs\03-分析学\微积分与非标准微积分\微积分与非标准微积分对比分析项目完成报告.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,微积分与非标准微积分公理定理推理系统完整对比分析 - 全面深化版,./03-分析学/微积分与非标准微积分/11-微积分与非标准微积分公理定理推理系统完整对比分析-全面深化版.md,docs\03-分析学\微积分与非标准微积分\11-微积分与非标准微积分公理定理推理系统完整对比分析-全面深化版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,微积分与非标准微积分公理系统外部外延性分析 - 跨学科实证版,./03-分析学/微积分与非标准微积分/15-微积分与非标准微积分公理系统外部外延性分析-跨学科实证版.md,docs\03-分析学\微积分与非标准微积分\15-微积分与非标准微积分公理系统外部外延性分析-跨学科实证版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,微积分与非标准微积分公理系统外部外延性实证研究 - 实验验证版,./03-分析学/微积分与非标准微积分/16-微积分与非标准微积分公理系统外部外延性实证研究-实验验证版.md,docs\03-分析学\微积分与非标准微积分\16-微积分与非标准微积分公理系统外部外延性实证研究-实验验证版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,微积分与非标准微积分公理系统完整对比分析 - 系统深化版,./03-分析学/微积分与非标准微积分/13-微积分与非标准微积分公理系统完整对比分析-系统深化版.md,docs\03-分析学\微积分与非标准微积分\13-微积分与非标准微积分公理系统完整对比分析-系统深化版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,微积分与非标准微积分推理系统与证明方法深度对比分析 - 技术实现版,./03-分析学/微积分与非标准微积分/12-微积分与非标准微积分推理系统与证明方法深度对比分析-技术实现版.md,docs\03-分析学\微积分与非标准微积分\12-微积分与非标准微积分推理系统与证明方法深度对比分析-技术实现版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,微积分与非标准微积分完整对比分析综合报告 - 最终版,./03-分析学/微积分与非标准微积分/14-微积分与非标准微积分完整对比分析综合报告-最终版.md,docs\03-分析学\微积分与非标准微积分\14-微积分与非标准微积分完整对比分析综合报告-最终版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,11. 算术几何 / Arithmetic Geometry,./11-高级数学/11-算术几何.md,docs\11-高级数学\11-算术几何.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,11.1 代数几何高级主题 / Advanced Topics in Algebraic Geometry,./11-高级数学/01-代数几何高级主题.md,docs\11-高级数学\01-代数几何高级主题.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,11.10 朗兰兹纲领 / Langlands Program,./11-高级数学/10-朗兰兹纲领.md,docs\11-高级数学\10-朗兰兹纲领.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,11.16 数学物理前沿理论 / Frontiers of Mathematical Physics,./11-高级数学/16-数学物理前沿理论.md,docs\11-高级数学\16-数学物理前沿理论.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,11.17 高阶代数几何 / Higher Algebraic Geometry,./11-高级数学/17-高阶代数几何.md,docs\11-高级数学\17-高阶代数几何.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,11.18 现代数论前沿 / Modern Number Theory Frontiers,./11-高级数学/18-现代数论前沿.md,docs\11-高级数学\18-现代数论前沿.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,11.19 现代拓扑学前沿 / Modern Topology Frontiers,./11-高级数学/19-现代拓扑学前沿.md,docs\11-高级数学\19-现代拓扑学前沿.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,11.2 同伦论高级主题 / Advanced Topics in Homotopy Theory,./11-高级数学/02-同伦论高级主题.md,docs\11-高级数学\02-同伦论高级主题.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,11.20 现代分析学前沿 / Modern Analysis Frontiers,./11-高级数学/20-现代分析学前沿.md,docs\11-高级数学\20-现代分析学前沿.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,11.3 数论几何高级主题 / Advanced Topics in Arithmetic Geometry,./11-高级数学/03-数论几何高级主题.md,docs\11-高级数学\03-数论几何高级主题.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,11.4 数学物理高级主题 / Advanced Topics in Mathematical Physics,./11-高级数学/04-数学物理高级主题.md,docs\11-高级数学\04-数学物理高级主题.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,11.5 导出代数几何 / Derived Algebraic Geometry,./11-高级数学/05-导出代数几何.md,docs\11-高级数学\05-导出代数几何.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,11.7 高阶同伦论 / Higher Homotopy Theory,./11-高级数学/07-高阶同伦论.md,docs\11-高级数学\07-高阶同伦论.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,11.8 代数K理论 / Algebraic K-Theory,./11-高级数学/08-代数K理论.md,docs\11-高级数学\08-代数K理论.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,11.9 数学物理高级主题-扩展版 / Advanced Topics in Mathematical Physics - Extended Version,./11-高级数学/09-数学物理高级主题-扩展版.md,docs\11-高级数学\09-数学物理高级主题-扩展版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,12. 几何朗兰兹纲领 / Geometric Langlands Program,./11-高级数学/12-几何朗兰兹纲领.md,docs\11-高级数学\12-几何朗兰兹纲领.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,13. 量子几何朗兰兹纲领 / Quantum Geometric Langlands Program,./11-高级数学/13-量子几何朗兰兹纲领.md,docs\11-高级数学\13-量子几何朗兰兹纲领.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,14. 范畴化朗兰兹纲领 / Categorified Langlands Program,./11-高级数学/14-范畴化朗兰兹纲领.md,docs\11-高级数学\14-范畴化朗兰兹纲领.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,15. 同伦类型论 / Homotopy Type Theory,./11-高级数学/15-同伦类型论.md,docs\11-高级数学\15-同伦类型论.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,24. 量子数学 / Quantum Mathematics,./11-高级数学/24-量子数学.md,docs\11-高级数学\24-量子数学.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,25. 机器学习数学 / Machine Learning Mathematics,./11-高级数学/25-机器学习数学.md,docs\11-高级数学\25-机器学习数学.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,26. 数据科学数学 / Data Science Mathematics,./11-高级数学/26-数据科学数学.md,docs\11-高级数学\26-数据科学数学.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,6. 无穷范畴理论 / Infinity Category Theory,./11-高级数学/06-无穷范畴理论.md,docs\11-高级数学\06-无穷范畴理论.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,代数几何 深度扩展执行清单,./11-高级数学/代数几何-深度扩展执行清单.md,docs\11-高级数学\代数几何-深度扩展执行清单.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,代数几何：Serre 对偶 - 深度扩展,./11-高级数学/代数几何-Serre对偶-深度扩展.md,docs\11-高级数学\代数几何-Serre对偶-深度扩展.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,代数几何高级主题 - 深化版,./11-高级数学/27-代数几何高级主题-深化版.md,docs\11-高级数学\27-代数几何高级主题-深化版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,机器学习数学 - 深化版,./11-高级数学/29-机器学习数学-深化版.md,docs\11-高级数学\29-机器学习数学-深化版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,金融数学 - 深化版,./11-高级数学/32-金融数学-深化版.md,docs\11-高级数学\32-金融数学-深化版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,量子数学 - 深化版,./11-高级数学/28-量子数学-深化版.md,docs\11-高级数学\28-量子数学-深化版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,人工智能数学 - 深化版,./11-高级数学/33-人工智能数学-深化版.md,docs\11-高级数学\33-人工智能数学-深化版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,生物数学 - 深化版,./11-高级数学/34-生物数学-深化版.md,docs\11-高级数学\34-生物数学-深化版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,数据科学数学 - 深化版,./11-高级数学/30-数据科学数学-深化版.md,docs\11-高级数学\30-数据科学数学-深化版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,物理数学 - 深化版,./11-高级数学/31-物理数学-深化版.md,docs\11-高级数学\31-物理数学-深化版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,现代代数几何前沿,./11-高级数学/21-现代代数几何前沿.md,docs\11-高级数学\21-现代代数几何前沿.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,现代分析学前沿-扩展版,./11-高级数学/23-现代分析学前沿-扩展版.md,docs\11-高级数学\23-现代分析学前沿-扩展版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,现代拓扑学前沿-扩展版,./11-高级数学/22-现代拓扑学前沿-扩展版.md,docs\11-高级数学\22-现代拓扑学前沿-扩展版.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Artin-Wedderburn定理 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/44-Artin-Wedderburn定理-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\44-Artin-Wedderburn定理-五种表征.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Ascoli-Arzelà定理 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/48-Ascoli-Arzelà定理-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\48-Ascoli-Arzelà定理-五种表征.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Atiyah-Singer指标定理 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/53-Atiyah-Singer指标定理-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\53-Atiyah-Singer指标定理-五种表征.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Baire纲定理 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/29-Baire纲定理-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\29-Baire纲定理-五种表征.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Banach不动点定理 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/45-Banach不动点定理-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\45-Banach不动点定理-五种表征.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Bolzano-Weierstrass定理 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/65-Bolzano-Weierstrass定理-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\65-Bolzano-Weierstrass定理-五种表征.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Brouwer不动点定理 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/04-Brouwer不动点定理-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\04-Brouwer不动点定理-五种表征.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Burnside引理 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/60-Burnside引理-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\60-Burnside引理-五种表征.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Cantor对角线定理 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/11-Cantor对角线定理-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\11-Cantor对角线定理-五种表征.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Cauchy积分公式 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/14-Cauchy积分公式-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\14-Cauchy积分公式-五种表征.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Cayley-Hamilton定理 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/61-Cayley-Hamilton定理-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\61-Cayley-Hamilton定理-五种表征.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Cayley定理 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/08-Cayley定理-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\08-Cayley定理-五种表征.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Chevalley-Warning定理 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/80-Chevalley-Warning定理-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\80-Chevalley-Warning定理-五种表征.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,de Rham定理 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/35-de Rham定理-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\35-de Rham定理-五种表征.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,FormalMath概念依赖图谱,./00-核心概念理解三问/12-知识图谱系统/05-可视化/concept-dependency-graph.md,docs\00-核心概念理解三问\12-知识图谱系统\05-可视化\concept-dependency-graph.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,FormalMath学习路径推荐,./00-核心概念理解三问/12-知识图谱系统/05-可视化/learning-paths.md,docs\00-核心概念理解三问\12-知识图谱系统\05-可视化\learning-paths.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Frobenius定理 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/24-Frobenius定理-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\24-Frobenius定理-五种表征.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Fubini定理 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/33-Fubini定理-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\33-Fubini定理-五种表征.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Galois基本定理 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/77-Galois基本定理-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\77-Galois基本定理-五种表征.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Gauss-Bonnet定理 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/12-Gauss-Bonnet定理-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\12-Gauss-Bonnet定理-五种表征.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Gödel不完备定理 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/07-Gödel不完备定理-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\07-Gödel不完备定理-五种表征.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Gram-Schmidt正交化 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/64-Gram-Schmidt正交化-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\64-Gram-Schmidt正交化-五种表征.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Green定理 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/69-Green定理-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\69-Green定理-五种表征.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Hahn-Banach定理 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/30-Hahn-Banach定理-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\30-Hahn-Banach定理-五种表征.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Heine-Borel定理 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/66-Heine-Borel定理-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\66-Heine-Borel定理-五种表征.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Hilbert零点定理 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/41-Hilbert零点定理-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\41-Hilbert零点定理-五种表征.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Hodge分解定理 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/56-Hodge分解定理-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\56-Hodge分解定理-五种表征.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Hurewicz定理 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/50-Hurewicz定理-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\50-Hurewicz定理-五种表征.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Jordan标准形 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/39-Jordan标准形-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\39-Jordan标准形-五种表征.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Krull主理想定理 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/78-Krull主理想定理-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\78-Krull主理想定理-五种表征.md,docs,True
docs\00-全局文档索引-2025年12月.md,docs,Lagrange定理 - 五种表征,./00-核心概念理解三问/11-核心定理多表征/01-Lagrange定理-五种表征.md,docs\00-核心概念理解三问\11-核心定理多表征\01-Lagrange定理-五种表征.md,docs,True
